customer_id,month,logins,active_seats,support_tickets,nps_score,plan_at_time
CUST0006,2025-07-01,22,21,0,37,Growth
CUST0006,2025-08-01,21,21,0,77,Growth
CUST0006,2025-09-01,28,26,0,69,Growth
CUST0006,2025-10-01,27,37,0,56,Growth
CUST0006,2025-11-01,9,44,1,23,Growth
CUST0006,2025-12-01,22,24,0,66,Growth
CUST0007,2025-05-01,11,1,0,1,Starter
CUST0007,2025-06-01,9,1,1,30,Starter
CUST0007,2025-07-01,9,1,1,39,Starter
CUST0007,2025-08-01,7,1,1,0,Starter
CUST0008,2024-07-01,6,6,0,40,Starter
CUST0008,2024-08-01,7,7,0,60,Starter
CUST0008,2024-09-01,5,4,0,48,Starter
CUST0008,2024-10-01,9,3,0,22,Starter
CUST0008,2024-11-01,5,5,0,82,Starter
CUST0008,2024-12-01,7,7,0,50,Starter
CUST0008,2025-01-01,23,8,1,52,Growth
CUST0008,2025-02-01,11,8,0,-9,Growth
CUST0008,2025-03-01,20,5,1,-2,Growth
CUST0008,2025-04-01,21,5,1,34,Growth
CUST0008,2025-05-01,30,7,0,24,Growth
CUST0008,2025-06-01,32,6,0,26,Growth
CUST0008,2025-07-01,26,6,0,40,Growth
CUST0008,2025-08-01,6,4,0,-2,Growth
CUST0008,2025-09-01,30,7,0,33,Growth
CUST0008,2025-10-01,18,4,0,59,Growth
CUST0008,2025-11-01,22,8,0,31,Growth
CUST0008,2025-12-01,15,5,0,100,Growth
CUST0009,2024-08-01,28,29,0,52,Growth
CUST0009,2024-09-01,23,27,2,42,Growth
CUST0009,2024-10-01,4,46,1,36,Growth
CUST0009,2024-11-01,5,33,0,20,Growth
CUST0010,2025-03-01,25,4,1,91,Growth
CUST0010,2025-04-01,12,2,0,23,Growth
CUST0010,2025-05-01,13,2,0,64,Growth
CUST0010,2025-06-01,26,3,0,22,Growth
CUST0010,2025-07-01,11,2,0,70,Growth
CUST0010,2025-08-01,23,2,0,5,Growth
CUST0010,2025-09-01,16,2,1,-12,Growth
CUST0010,2025-10-01,29,3,0,67,Growth
CUST0010,2025-11-01,27,2,0,65,Growth
CUST0010,2025-12-01,18,3,0,46,Growth
CUST0011,2025-07-01,5,1,0,50,Starter
CUST0011,2025-08-01,5,1,0,36,Starter
CUST0011,2025-09-01,8,1,0,38,Starter
CUST0011,2025-10-01,5,1,0,12,Starter
CUST0011,2025-11-01,10,1,0,71,Starter
CUST0011,2025-12-01,8,1,1,67,Starter
CUST0012,2024-08-01,35,64,0,19,Enterprise
CUST0012,2024-09-01,43,60,2,61,Enterprise
CUST0012,2024-10-01,9,95,0,-5,Enterprise
CUST0012,2024-11-01,48,60,1,13,Enterprise
CUST0012,2024-12-01,34,58,0,35,Enterprise
CUST0012,2025-01-01,35,65,1,56,Enterprise
CUST0012,2025-02-01,27,66,0,24,Enterprise
CUST0012,2025-03-01,55,70,0,51,Enterprise
CUST0012,2025-04-01,67,84,2,50,Enterprise
CUST0012,2025-05-01,31,74,1,43,Enterprise
CUST0012,2025-06-01,43,82,2,59,Enterprise
CUST0012,2025-07-01,49,72,1,85,Enterprise
CUST0012,2025-08-01,41,53,0,12,Enterprise
CUST0012,2025-09-01,32,50,0,40,Enterprise
CUST0012,2025-10-01,59,48,0,17,Enterprise
CUST0012,2025-11-01,68,86,1,63,Enterprise
CUST0012,2025-12-01,27,53,2,-10,Enterprise
CUST0013,2024-11-01,35,15,0,1,Enterprise
CUST0013,2024-12-01,54,15,2,16,Enterprise
CUST0013,2025-01-01,67,12,0,31,Enterprise
CUST0013,2025-02-01,52,14,0,9,Enterprise
CUST0013,2025-03-01,63,18,1,48,Enterprise
CUST0013,2025-04-01,49,10,1,69,Enterprise
CUST0013,2025-05-01,32,17,2,37,Enterprise
CUST0013,2025-06-01,37,9,0,70,Enterprise
CUST0013,2025-07-01,35,14,0,9,Enterprise
CUST0013,2025-08-01,55,7,1,49,Enterprise
CUST0013,2025-09-01,62,14,1,80,Enterprise
CUST0013,2025-10-01,72,19,1,19,Enterprise
CUST0013,2025-11-01,69,10,2,49,Enterprise
CUST0013,2025-12-01,11,10,3,27,Enterprise
CUST0014,2024-10-01,31,1,0,69,Growth
CUST0014,2024-11-01,28,1,1,89,Growth
CUST0014,2024-12-01,20,1,0,21,Growth
CUST0014,2025-01-01,16,1,0,54,Growth
CUST0014,2025-02-01,13,1,0,31,Growth
CUST0014,2025-03-01,22,1,1,61,Growth
CUST0014,2025-04-01,23,1,1,-23,Growth
CUST0014,2025-05-01,17,1,0,49,Growth
CUST0014,2025-06-01,18,1,0,28,Growth
CUST0014,2025-07-01,18,1,0,44,Growth
CUST0014,2025-08-01,14,1,1,50,Growth
CUST0014,2025-09-01,17,1,0,17,Growth
CUST0014,2025-10-01,26,1,1,46,Growth
CUST0014,2025-11-01,25,1,0,27,Growth
CUST0014,2025-12-01,18,1,1,23,Growth
CUST0015,2025-01-01,18,25,0,-3,Growth
CUST0015,2025-02-01,18,21,0,-2,Growth
CUST0015,2025-03-01,16,42,0,14,Growth
CUST0015,2025-04-01,14,22,0,74,Growth
CUST0015,2025-05-01,12,20,0,0,Growth
CUST0015,2025-06-01,22,29,1,39,Growth
CUST0015,2025-07-01,31,27,1,45,Enterprise
CUST0015,2025-08-01,28,33,0,4,Enterprise
CUST0015,2025-09-01,57,33,0,-7,Enterprise
CUST0015,2025-10-01,38,43,0,10,Enterprise
CUST0015,2025-11-01,8,40,1,22,Enterprise
CUST0015,2025-12-01,50,28,0,33,Enterprise
CUST0016,2024-11-01,58,9,0,38,Enterprise
CUST0016,2024-12-01,71,13,1,33,Enterprise
CUST0016,2025-01-01,61,11,0,27,Enterprise
CUST0016,2025-02-01,50,9,1,87,Enterprise
CUST0016,2025-03-01,70,13,1,-12,Enterprise
CUST0016,2025-04-01,58,15,0,7,Enterprise
CUST0016,2025-05-01,49,10,0,51,Enterprise
CUST0016,2025-06-01,38,10,2,31,Enterprise
CUST0016,2025-07-01,29,17,0,42,Enterprise
CUST0016,2025-08-01,31,17,1,12,Enterprise
CUST0016,2025-09-01,55,10,1,47,Enterprise
CUST0016,2025-10-01,50,15,1,-12,Enterprise
CUST0016,2025-11-01,35,8,0,16,Enterprise
CUST0016,2025-12-01,34,10,1,79,Enterprise
CUST0017,2024-09-01,7,23,0,88,Starter
CUST0017,2024-10-01,4,48,1,0,Starter
CUST0017,2024-11-01,9,19,0,43,Starter
CUST0017,2024-12-01,2,37,1,-6,Starter
CUST0017,2025-01-01,8,19,0,69,Starter
CUST0017,2025-02-01,7,23,0,1,Starter
CUST0017,2025-03-01,7,20,0,46,Starter
CUST0017,2025-04-01,5,27,0,70,Starter
CUST0017,2025-05-01,6,30,1,21,Starter
CUST0017,2025-06-01,10,39,0,35,Starter
CUST0017,2025-07-01,9,20,0,42,Starter
CUST0017,2025-08-01,11,42,0,35,Starter
CUST0017,2025-09-01,7,47,0,37,Starter
CUST0017,2025-10-01,8,37,0,61,Starter
CUST0017,2025-11-01,6,47,1,15,Starter
CUST0018,2025-05-01,5,4,0,64,Starter
CUST0018,2025-06-01,10,3,1,24,Starter
CUST0018,2025-07-01,7,3,0,64,Starter
CUST0018,2025-08-01,6,4,0,56,Starter
CUST0018,2025-09-01,7,2,0,48,Starter
CUST0019,2024-10-01,11,4,1,-31,Growth
CUST0019,2024-11-01,20,6,0,60,Growth
CUST0019,2024-12-01,25,7,1,16,Growth
CUST0019,2025-01-01,32,6,2,68,Growth
CUST0019,2025-02-01,12,5,0,-3,Growth
CUST0019,2025-03-01,12,6,1,15,Growth
CUST0019,2025-04-01,31,5,0,59,Growth
CUST0019,2025-05-01,8,6,0,13,Growth
CUST0019,2025-06-01,12,9,0,31,Growth
CUST0019,2025-07-01,28,9,1,58,Growth
CUST0019,2025-08-01,22,6,0,36,Growth
CUST0019,2025-09-01,20,7,0,77,Growth
CUST0019,2025-10-01,24,3,0,16,Growth
CUST0019,2025-11-01,20,4,0,48,Growth
CUST0019,2025-12-01,18,8,1,38,Growth
CUST0020,2024-06-01,9,5,0,43,Starter
CUST0020,2024-07-01,7,6,0,4,Starter
CUST0020,2024-08-01,9,7,0,50,Starter
CUST0020,2024-09-01,9,6,0,68,Starter
CUST0020,2024-10-01,6,5,0,38,Starter
CUST0021,2025-02-01,14,13,1,70,Growth
CUST0021,2025-03-01,16,17,0,-6,Growth
CUST0022,2024-07-01,38,93,0,44,Enterprise
CUST0022,2024-08-01,52,69,0,-22,Enterprise
CUST0022,2024-09-01,34,47,2,31,Enterprise
CUST0022,2024-10-01,47,62,0,55,Enterprise
CUST0022,2024-11-01,47,77,0,57,Enterprise
CUST0022,2024-12-01,12,61,2,-24,Enterprise
CUST0022,2025-01-01,33,43,0,83,Enterprise
CUST0022,2025-02-01,31,76,0,9,Enterprise
CUST0022,2025-03-01,38,46,1,10,Enterprise
CUST0022,2025-04-01,40,90,1,83,Enterprise
CUST0022,2025-05-01,45,94,0,45,Enterprise
CUST0022,2025-06-01,55,75,0,45,Enterprise
CUST0022,2025-07-01,70,78,0,59,Enterprise
CUST0022,2025-08-01,53,46,1,34,Enterprise
CUST0022,2025-09-01,63,60,1,38,Enterprise
CUST0022,2025-10-01,64,68,0,-5,Enterprise
CUST0022,2025-11-01,56,39,0,37,Enterprise
CUST0022,2025-12-01,51,81,0,66,Enterprise
CUST0023,2025-04-01,24,1,0,22,Growth
CUST0023,2025-05-01,25,1,0,81,Growth
CUST0023,2025-06-01,27,1,0,7,Growth
CUST0023,2025-07-01,24,1,0,10,Growth
CUST0023,2025-08-01,18,1,0,49,Growth
CUST0023,2025-09-01,21,1,0,66,Growth
CUST0023,2025-10-01,31,1,0,52,Growth
CUST0023,2025-11-01,17,1,0,-7,Growth
CUST0023,2025-12-01,29,1,0,37,Growth
CUST0024,2024-09-01,7,36,0,41,Starter
CUST0024,2024-10-01,9,27,0,51,Starter
CUST0024,2024-11-01,7,29,0,37,Starter
CUST0024,2024-12-01,6,43,1,55,Starter
CUST0024,2025-01-01,6,46,0,-9,Starter
CUST0025,2025-03-01,35,179,0,56,Enterprise
CUST0025,2025-04-01,32,81,0,-8,Enterprise
CUST0025,2025-05-01,34,122,0,46,Enterprise
CUST0025,2025-06-01,26,171,1,-1,Enterprise
CUST0025,2025-07-01,34,118,0,30,Enterprise
CUST0025,2025-08-01,47,79,0,16,Enterprise
CUST0025,2025-09-01,54,151,0,14,Enterprise
CUST0025,2025-10-01,33,124,0,64,Enterprise
CUST0025,2025-11-01,53,155,1,52,Enterprise
CUST0025,2025-12-01,34,118,1,62,Enterprise
CUST0026,2024-05-01,32,8,0,97,Growth
CUST0026,2024-06-01,15,6,0,57,Growth
CUST0027,2024-11-01,2,1,0,14,Starter
CUST0027,2024-12-01,9,1,0,16,Starter
CUST0027,2025-01-01,6,1,0,62,Starter
CUST0027,2025-02-01,9,1,0,81,Starter
CUST0027,2025-03-01,12,1,0,-1,Starter
CUST0027,2025-04-01,6,1,0,13,Starter
CUST0027,2025-05-01,10,1,1,66,Starter
CUST0027,2025-06-01,8,1,0,32,Starter
CUST0027,2025-07-01,2,1,0,2,Starter
CUST0027,2025-08-01,7,1,0,41,Starter
CUST0027,2025-09-01,7,1,0,26,Starter
CUST0027,2025-10-01,5,1,1,44,Starter
CUST0027,2025-11-01,10,1,0,-1,Starter
CUST0027,2025-12-01,10,1,0,51,Starter
CUST0028,2025-05-01,5,1,0,55,Starter
CUST0028,2025-06-01,8,1,0,49,Starter
CUST0029,2024-07-01,47,2,0,17,Enterprise
CUST0029,2024-08-01,33,3,1,69,Enterprise
CUST0029,2024-09-01,25,3,0,-9,Enterprise
CUST0029,2024-10-01,49,3,2,7,Enterprise
CUST0029,2024-11-01,33,1,0,55,Enterprise
CUST0029,2024-12-01,88,2,1,0,Enterprise
CUST0029,2025-01-01,68,2,0,24,Enterprise
CUST0029,2025-02-01,40,2,1,66,Enterprise
CUST0029,2025-03-01,46,4,1,9,Enterprise
CUST0029,2025-04-01,28,3,1,20,Enterprise
CUST0029,2025-05-01,38,3,0,83,Enterprise
CUST0029,2025-06-01,56,3,2,58,Enterprise
CUST0029,2025-07-01,67,2,0,28,Enterprise
CUST0029,2025-08-01,17,3,1,8,Enterprise
CUST0029,2025-09-01,29,3,0,44,Enterprise
CUST0029,2025-10-01,30,3,0,67,Enterprise
CUST0029,2025-11-01,52,1,0,12,Enterprise
CUST0029,2025-12-01,58,2,2,79,Enterprise
CUST0030,2025-06-01,9,118,0,5,Starter
CUST0030,2025-07-01,7,159,0,57,Starter
CUST0030,2025-08-01,7,77,0,14,Starter
CUST0030,2025-09-01,11,156,0,32,Starter
CUST0030,2025-10-01,12,124,1,45,Starter
CUST0031,2024-08-01,13,1,0,35,Growth
CUST0031,2024-09-01,16,1,0,-11,Growth
CUST0031,2024-10-01,15,1,0,34,Growth
CUST0031,2024-11-01,26,1,0,89,Growth
CUST0031,2024-12-01,14,1,2,100,Growth
CUST0031,2025-01-01,16,1,0,19,Growth
CUST0031,2025-02-01,39,1,0,18,Enterprise
CUST0031,2025-03-01,55,1,1,45,Enterprise
CUST0031,2025-04-01,61,1,1,43,Enterprise
CUST0031,2025-05-01,32,1,0,20,Enterprise
CUST0031,2025-06-01,38,1,0,21,Enterprise
CUST0031,2025-07-01,47,1,1,96,Enterprise
CUST0031,2025-08-01,38,1,1,53,Enterprise
CUST0031,2025-09-01,32,1,0,100,Enterprise
CUST0031,2025-10-01,53,1,1,23,Enterprise
CUST0031,2025-11-01,38,1,1,43,Enterprise
CUST0031,2025-12-01,35,1,0,32,Enterprise
CUST0032,2024-11-01,22,1,2,38,Enterprise
CUST0032,2024-12-01,36,1,1,51,Enterprise
CUST0032,2025-01-01,66,1,1,6,Enterprise
CUST0032,2025-02-01,52,1,1,43,Enterprise
CUST0032,2025-03-01,35,1,0,57,Enterprise
CUST0032,2025-04-01,27,1,0,0,Enterprise
CUST0032,2025-05-01,38,1,0,36,Enterprise
CUST0032,2025-06-01,36,1,0,67,Enterprise
CUST0032,2025-07-01,39,1,0,82,Enterprise
CUST0032,2025-08-01,74,1,1,92,Enterprise
CUST0032,2025-09-01,54,1,2,0,Enterprise
CUST0032,2025-10-01,46,1,3,64,Enterprise
CUST0032,2025-11-01,11,1,0,38,Enterprise
CUST0032,2025-12-01,66,1,0,30,Enterprise
CUST0033,2025-07-01,43,57,0,78,Enterprise
CUST0033,2025-08-01,55,56,0,31,Enterprise
CUST0033,2025-09-01,41,48,1,4,Enterprise
CUST0033,2025-10-01,86,92,0,17,Enterprise
CUST0033,2025-11-01,24,84,1,11,Enterprise
CUST0033,2025-12-01,45,50,0,48,Enterprise
CUST0034,2024-09-01,44,1,1,26,Enterprise
CUST0034,2024-10-01,70,1,3,20,Enterprise
CUST0034,2024-11-01,51,1,0,52,Enterprise
CUST0034,2024-12-01,5,1,0,-14,Enterprise
CUST0034,2025-01-01,70,1,0,25,Enterprise
CUST0034,2025-02-01,26,1,0,-35,Enterprise
CUST0034,2025-03-01,28,1,1,100,Enterprise
CUST0034,2025-04-01,23,1,0,40,Enterprise
CUST0034,2025-05-01,35,1,0,55,Enterprise
CUST0034,2025-06-01,73,1,1,12,Enterprise
CUST0034,2025-07-01,44,1,0,48,Enterprise
CUST0034,2025-08-01,84,1,0,-6,Enterprise
CUST0034,2025-09-01,44,1,0,56,Enterprise
CUST0034,2025-10-01,46,1,0,45,Enterprise
CUST0034,2025-11-01,33,1,0,63,Enterprise
CUST0034,2025-12-01,45,1,0,45,Enterprise
CUST0035,2025-07-01,27,9,0,32,Growth
CUST0035,2025-08-01,29,8,1,25,Growth
CUST0035,2025-09-01,14,4,0,53,Growth
CUST0035,2025-10-01,7,7,0,-8,Growth
CUST0035,2025-11-01,21,4,0,2,Growth
CUST0035,2025-12-01,20,5,0,73,Growth
CUST0036,2024-07-01,63,170,1,97,Enterprise
CUST0036,2024-08-01,21,154,3,26,Enterprise
CUST0036,2024-09-01,39,80,0,33,Enterprise
CUST0036,2024-10-01,52,101,0,40,Enterprise
CUST0036,2024-11-01,63,155,0,59,Enterprise
CUST0036,2024-12-01,57,112,0,53,Enterprise
CUST0036,2025-01-01,47,111,2,37,Enterprise
CUST0036,2025-02-01,51,90,1,5,Enterprise
CUST0036,2025-03-01,50,135,0,87,Enterprise
CUST0036,2025-04-01,30,164,0,1,Enterprise
CUST0036,2025-05-01,35,98,2,50,Enterprise
CUST0036,2025-06-01,49,176,0,36,Enterprise
CUST0036,2025-07-01,52,115,0,15,Enterprise
CUST0036,2025-08-01,44,104,0,46,Enterprise
CUST0036,2025-09-01,48,111,3,48,Enterprise
CUST0036,2025-10-01,47,156,0,95,Enterprise
CUST0036,2025-11-01,45,136,0,64,Enterprise
CUST0036,2025-12-01,35,178,0,36,Enterprise
CUST0037,2024-08-01,22,15,1,36,Growth
CUST0037,2024-09-01,22,17,0,65,Growth
CUST0037,2024-10-01,26,15,0,38,Growth
CUST0037,2024-11-01,20,8,0,69,Growth
CUST0037,2024-12-01,19,12,0,44,Growth
CUST0037,2025-01-01,28,9,0,100,Growth
CUST0037,2025-02-01,21,13,1,25,Growth
CUST0037,2025-03-01,22,17,0,15,Growth
CUST0037,2025-04-01,29,18,0,34,Growth
CUST0037,2025-05-01,13,18,0,41,Growth
CUST0038,2024-06-01,47,3,0,64,Enterprise
CUST0038,2024-07-01,33,3,0,40,Enterprise
CUST0038,2024-08-01,40,4,0,5,Enterprise
CUST0038,2024-09-01,25,3,0,10,Enterprise
CUST0038,2024-10-01,61,3,0,45,Enterprise
CUST0038,2024-11-01,36,3,0,74,Enterprise
CUST0038,2024-12-01,38,2,1,10,Enterprise
CUST0038,2025-01-01,8,2,1,32,Enterprise
CUST0038,2025-02-01,18,4,0,4,Enterprise
CUST0038,2025-03-01,54,2,0,4,Enterprise
CUST0038,2025-04-01,38,1,3,48,Enterprise
CUST0038,2025-05-01,47,3,0,-14,Enterprise
CUST0038,2025-06-01,47,2,1,37,Enterprise
CUST0038,2025-07-01,37,4,0,87,Enterprise
CUST0038,2025-08-01,35,3,2,34,Enterprise
CUST0038,2025-09-01,68,4,0,46,Enterprise
CUST0038,2025-10-01,19,4,1,-14,Enterprise
CUST0038,2025-11-01,65,1,0,56,Enterprise
CUST0038,2025-12-01,36,2,1,13,Enterprise
CUST0039,2025-03-01,5,103,0,45,Starter
CUST0039,2025-04-01,4,109,0,33,Starter
CUST0039,2025-05-01,7,183,0,21,Starter
CUST0039,2025-06-01,7,189,0,13,Starter
CUST0039,2025-07-01,5,113,0,30,Starter
CUST0039,2025-08-01,8,151,0,52,Starter
CUST0039,2025-09-01,16,140,0,34,Growth
CUST0039,2025-10-01,21,177,0,79,Growth
CUST0039,2025-11-01,20,187,2,24,Growth
CUST0039,2025-12-01,13,109,0,63,Growth
CUST0040,2025-02-01,4,1,0,-2,Growth
CUST0040,2025-03-01,13,1,1,15,Growth
CUST0040,2025-04-01,22,1,0,8,Growth
CUST0040,2025-05-01,7,1,0,0,Growth
CUST0040,2025-06-01,19,1,0,30,Growth
CUST0040,2025-07-01,21,1,0,23,Growth
CUST0040,2025-08-01,28,1,0,69,Growth
CUST0040,2025-09-01,23,1,0,65,Growth
CUST0040,2025-10-01,10,1,0,40,Growth
CUST0041,2025-07-01,9,1,0,24,Starter
CUST0041,2025-08-01,6,1,0,80,Starter
CUST0041,2025-09-01,10,1,1,75,Starter
CUST0041,2025-10-01,7,1,0,31,Starter
CUST0042,2024-06-01,10,157,0,12,Starter
CUST0042,2024-07-01,11,81,0,24,Starter
CUST0042,2024-08-01,4,84,0,-3,Starter
CUST0042,2024-09-01,7,184,0,13,Starter
CUST0042,2024-10-01,7,111,1,47,Starter
CUST0042,2024-11-01,12,181,0,5,Starter
CUST0042,2024-12-01,8,94,1,73,Starter
CUST0042,2025-01-01,6,115,1,63,Starter
CUST0042,2025-02-01,8,80,0,1,Starter
CUST0042,2025-03-01,7,164,1,47,Starter
CUST0042,2025-04-01,7,128,0,57,Starter
CUST0042,2025-05-01,7,143,1,20,Starter
CUST0043,2024-11-01,6,88,0,44,Growth
CUST0043,2024-12-01,24,85,1,36,Growth
CUST0043,2025-01-01,16,77,0,21,Growth
CUST0043,2025-02-01,29,75,0,47,Growth
CUST0043,2025-03-01,31,49,0,37,Growth
CUST0043,2025-04-01,31,50,1,37,Growth
CUST0043,2025-05-01,23,66,1,14,Growth
CUST0043,2025-06-01,25,64,0,58,Growth
CUST0043,2025-07-01,11,87,0,21,Growth
CUST0043,2025-08-01,14,73,0,-6,Growth
CUST0043,2025-09-01,26,76,0,65,Growth
CUST0043,2025-10-01,16,73,0,69,Growth
CUST0043,2025-11-01,19,57,1,53,Growth
CUST0043,2025-12-01,22,48,0,52,Growth
CUST0044,2024-10-01,14,1,0,25,Growth
CUST0044,2024-11-01,15,1,0,67,Growth
CUST0044,2024-12-01,21,1,0,41,Growth
CUST0044,2025-01-01,25,1,0,24,Growth
CUST0044,2025-02-01,22,1,0,90,Growth
CUST0044,2025-03-01,29,1,0,48,Growth
CUST0044,2025-04-01,20,1,1,8,Growth
CUST0044,2025-05-01,22,1,0,33,Growth
CUST0044,2025-06-01,37,1,0,4,Growth
CUST0044,2025-07-01,20,1,0,36,Growth
CUST0044,2025-08-01,14,1,0,51,Growth
CUST0045,2024-11-01,8,29,2,39,Growth
CUST0045,2024-12-01,13,19,0,54,Growth
CUST0045,2025-01-01,18,19,0,37,Growth
CUST0045,2025-02-01,31,21,1,5,Growth
CUST0045,2025-03-01,24,33,0,27,Growth
CUST0045,2025-04-01,24,24,0,15,Growth
CUST0045,2025-05-01,21,19,0,38,Growth
CUST0045,2025-06-01,15,44,0,27,Growth
CUST0045,2025-07-01,19,32,0,-6,Growth
CUST0045,2025-08-01,25,28,0,20,Growth
CUST0045,2025-09-01,18,41,3,13,Growth
CUST0045,2025-10-01,26,37,0,80,Growth
CUST0046,2025-02-01,43,1,0,61,Enterprise
CUST0046,2025-03-01,44,1,0,20,Enterprise
CUST0046,2025-04-01,25,1,1,7,Enterprise
CUST0046,2025-05-01,51,1,0,51,Enterprise
CUST0046,2025-06-01,48,1,0,76,Enterprise
CUST0046,2025-07-01,52,1,2,16,Enterprise
CUST0046,2025-08-01,50,1,0,44,Enterprise
CUST0046,2025-09-01,49,1,0,54,Enterprise
CUST0046,2025-10-01,33,1,0,28,Enterprise
CUST0046,2025-11-01,46,1,0,30,Enterprise
CUST0046,2025-12-01,40,1,1,30,Enterprise
CUST0047,2024-10-01,20,1,0,41,Growth
CUST0047,2024-11-01,20,2,0,34,Growth
CUST0047,2024-12-01,25,4,0,44,Growth
CUST0047,2025-01-01,22,2,1,70,Growth
CUST0047,2025-02-01,12,4,1,26,Growth
CUST0047,2025-03-01,25,2,0,15,Growth
CUST0047,2025-04-01,12,4,0,40,Growth
CUST0047,2025-05-01,16,3,1,68,Growth
CUST0047,2025-06-01,14,3,0,80,Growth
CUST0047,2025-07-01,17,2,0,33,Growth
CUST0048,2024-03-01,6,1,0,-5,Growth
CUST0048,2024-04-01,19,1,1,82,Growth
CUST0048,2024-05-01,27,1,0,43,Growth
CUST0048,2024-06-01,1,1,0,2,Growth
CUST0048,2024-07-01,20,1,1,62,Growth
CUST0048,2024-08-01,20,1,0,49,Growth
CUST0048,2024-09-01,22,1,0,49,Growth
CUST0048,2024-10-01,19,1,0,38,Growth
CUST0048,2024-11-01,27,1,0,64,Growth
CUST0048,2024-12-01,18,1,1,-6,Growth
CUST0049,2025-04-01,20,131,1,32,Growth
CUST0049,2025-05-01,18,110,1,25,Growth
CUST0049,2025-06-01,16,114,1,39,Growth
CUST0049,2025-07-01,22,96,1,15,Growth
CUST0049,2025-08-01,26,97,0,37,Growth
CUST0049,2025-09-01,12,147,0,6,Growth
CUST0049,2025-10-01,26,139,0,62,Growth
CUST0049,2025-11-01,18,182,0,56,Growth
CUST0049,2025-12-01,21,190,0,-3,Growth
CUST0050,2024-10-01,6,1,0,-1,Starter
CUST0050,2024-11-01,9,1,0,20,Starter
CUST0050,2024-12-01,8,1,0,-2,Starter
CUST0050,2025-01-01,8,1,0,36,Starter
CUST0050,2025-02-01,9,1,1,41,Starter
CUST0050,2025-03-01,9,1,0,86,Starter
CUST0050,2025-04-01,6,1,1,89,Starter
CUST0050,2025-05-01,14,1,0,100,Starter
CUST0050,2025-06-01,7,1,0,43,Starter
CUST0050,2025-07-01,13,1,0,72,Starter
CUST0050,2025-08-01,6,1,0,18,Starter
CUST0050,2025-09-01,2,1,0,18,Starter
CUST0050,2025-10-01,11,1,1,40,Starter
CUST0050,2025-11-01,3,1,0,14,Starter
CUST0051,2025-01-01,14,3,1,66,Starter
CUST0051,2025-02-01,8,3,0,21,Starter
