payment_id,customer_id,month,amount,status
PAY000147,CUST0014,2025-04-01,99,paid
PAY000148,CUST0014,2025-05-01,99,paid
PAY000149,CUST0014,2025-06-01,99,paid
PAY000150,CUST0014,2025-07-01,99,paid
PAY000151,CUST0014,2025-08-01,99,paid
PAY000152,CUST0014,2025-09-01,99,paid
PAY000153,CUST0014,2025-10-01,99,paid
PAY000154,CUST0014,2025-11-01,99,paid
PAY000155,CUST0014,2025-12-01,99,paid
PAY000156,CUST0015,2025-01-01,99,paid
PAY000157,CUST0015,2025-02-01,99,paid
PAY000158,CUST0015,2025-03-01,99,paid
PAY000159,CUST0015,2025-04-01,99,paid
PAY000160,CUST0015,2025-05-01,99,paid
PAY000161,CUST0015,2025-06-01,99,paid
PAY000162,CUST0015,2025-07-01,299,paid
PAY000163,CUST0015,2025-08-01,299,paid
PAY000164,CUST0015,2025-09-01,299,paid
PAY000165,CUST0015,2025-10-01,299,paid
PAY000166,CUST0015,2025-11-01,299,paid
PAY000167,CUST0015,2025-12-01,299,paid
PAY000168,CUST0016,2024-11-01,299,paid
PAY000169,CUST0016,2024-12-01,299,paid
PAY000170,CUST0016,2025-01-01,299,paid
PAY000171,CUST0016,2025-02-01,299,paid
PAY000172,CUST0016,2025-03-01,299,paid
PAY000173,CUST0016,2025-04-01,299,paid
PAY000174,CUST0016,2025-05-01,299,paid
PAY000175,CUST0016,2025-06-01,299,paid
PAY000176,CUST0016,2025-07-01,299,paid
PAY000177,CUST0016,2025-08-01,299,paid
PAY000178,CUST0016,2025-09-01,299,paid
PAY000179,CUST0016,2025-10-01,299,paid
PAY000180,CUST0016,2025-11-01,299,paid
PAY000181,CUST0016,2025-12-01,299,paid
PAY000182,CUST0017,2024-09-01,29,paid
PAY000183,CUST0017,2024-10-01,29,paid
PAY000184,CUST0017,2024-11-01,29,paid
PAY000185,CUST0017,2024-12-01,29,paid
PAY000186,CUST0017,2025-01-01,29,paid
PAY000187,CUST0017,2025-02-01,29,paid
PAY000188,CUST0017,2025-03-01,29,paid
PAY000189,CUST0017,2025-04-01,29,paid
PAY000190,CUST0017,2025-05-01,29,paid
PAY000191,CUST0017,2025-06-01,29,paid
PAY000192,CUST0017,2025-07-01,29,paid
PAY000193,CUST0017,2025-08-01,29,paid
PAY000194,CUST0017,2025-09-01,29,paid
PAY000195,CUST0017,2025-10-01,29,paid
PAY000196,CUST0017,2025-11-01,29,paid
PAY000197,CUST0018,2025-05-01,29,paid
PAY000198,CUST0018,2025-06-01,29,paid
PAY000199,CUST0018,2025-07-01,29,paid
PAY000200,CUST0018,2025-08-01,29,paid
PAY000201,CUST0018,2025-09-01,29,paid
PAY000202,CUST0019,2024-10-01,99,paid
PAY000203,CUST0019,2024-11-01,99,paid
PAY000204,CUST0019,2024-12-01,99,paid
PAY000205,CUST0019,2025-01-01,99,paid
PAY000206,CUST0019,2025-02-01,99,paid
PAY000207,CUST0019,2025-03-01,99,paid
PAY000208,CUST0019,2025-04-01,99,paid
PAY000209,CUST0019,2025-05-01,99,paid
PAY000210,CUST0019,2025-06-01,99,paid
PAY000211,CUST0019,2025-07-01,99,paid
PAY000212,CUST0019,2025-08-01,99,paid
PAY000213,CUST0019,2025-09-01,99,paid
PAY000214,CUST0019,2025-10-01,99,paid
PAY000215,CUST0019,2025-11-01,99,paid
PAY000216,CUST0019,2025-12-01,99,paid
PAY000217,CUST0020,2024-06-01,29,paid
PAY000218,CUST0020,2024-07-01,29,paid
PAY000219,CUST0020,2024-08-01,29,paid
PAY000220,CUST0020,2024-09-01,29,paid
PAY000221,CUST0020,2024-10-01,29,paid
PAY000222,CUST0021,2025-02-01,99,paid
PAY000223,CUST0021,2025-03-01,99,paid
PAY000224,CUST0022,2024-07-01,299,paid
PAY000225,CUST0022,2024-08-01,299,paid
PAY000226,CUST0022,2024-09-01,299,paid
PAY000227,CUST0022,2024-10-01,299,paid
PAY000228,CUST0022,2024-11-01,299,paid
PAY000229,CUST0022,2024-12-01,299,paid
PAY000230,CUST0022,2025-01-01,299,paid
PAY000231,CUST0022,2025-02-01,299,paid
PAY000232,CUST0022,2025-03-01,299,paid
PAY000233,CUST0022,2025-04-01,299,paid
PAY000234,CUST0022,2025-05-01,299,paid
PAY000235,CUST0022,2025-06-01,299,paid
PAY000236,CUST0022,2025-07-01,299,paid
PAY000237,CUST0022,2025-08-01,299,paid
PAY000238,CUST0022,2025-09-01,299,paid
PAY000239,CUST0022,2025-10-01,299,paid
PAY000240,CUST0022,2025-11-01,299,paid
PAY000241,CUST0022,2025-12-01,299,paid
PAY000242,CUST0023,2025-04-01,99,paid
PAY000243,CUST0023,2025-05-01,99,paid
PAY000244,CUST0023,2025-06-01,99,failed
PAY000245,CUST0023,2025-07-01,99,paid
PAY000246,CUST0023,2025-08-01,99,paid
PAY000247,CUST0023,2025-09-01,99,paid
PAY000248,CUST0023,2025-10-01,99,paid
PAY000249,CUST0023,2025-11-01,99,paid
PAY000250,CUST0023,2025-12-01,99,paid
PAY000251,CUST0024,2024-09-01,29,paid
PAY000252,CUST0024,2024-10-01,29,paid
PAY000253,CUST0024,2024-11-01,29,paid
PAY000254,CUST0024,2024-12-01,29,paid
PAY000255,CUST0024,2025-01-01,29,paid
PAY000256,CUST0025,2025-03-01,299,paid
PAY000257,CUST0025,2025-04-01,299,paid
PAY000258,CUST0025,2025-05-01,299,paid
PAY000259,CUST0025,2025-06-01,299,paid
PAY000260,CUST0025,2025-07-01,299,paid
PAY000261,CUST0025,2025-08-01,299,paid
PAY000262,CUST0025,2025-09-01,299,paid
PAY000263,CUST0025,2025-10-01,299,paid
PAY000264,CUST0025,2025-11-01,299,paid
PAY000265,CUST0025,2025-12-01,299,paid
PAY000266,CUST0026,2024-05-01,99,paid
PAY000267,CUST0026,2024-06-01,99,paid
PAY000268,CUST0027,2024-11-01,29,paid
PAY000269,CUST0027,2024-12-01,29,paid
PAY000270,CUST0027,2025-01-01,29,paid
PAY000271,CUST0027,2025-02-01,29,paid
PAY000272,CUST0027,2025-03-01,29,paid
PAY000273,CUST0027,2025-04-01,29,paid
PAY000274,CUST0027,2025-05-01,29,paid
PAY000275,CUST0027,2025-06-01,29,paid
PAY000276,CUST0027,2025-07-01,29,paid
PAY000277,CUST0027,2025-08-01,29,paid
PAY000278,CUST0027,2025-09-01,29,paid
PAY000279,CUST0027,2025-10-01,29,paid
PAY000280,CUST0027,2025-11-01,29,paid
PAY000281,CUST0027,2025-12-01,29,paid
PAY000282,CUST0028,2025-05-01,29,paid
PAY000283,CUST0028,2025-06-01,29,paid
PAY000284,CUST0029,2024-07-01,299,paid
PAY000285,CUST0029,2024-08-01,299,paid
PAY000286,CUST0029,2024-09-01,299,paid
PAY000287,CUST0029,2024-10-01,299,paid
PAY000288,CUST0029,2024-11-01,299,paid
PAY000289,CUST0029,2024-12-01,299,paid
PAY000290,CUST0029,2025-01-01,299,paid
PAY000291,CUST0029,2025-02-01,299,paid
PAY000292,CUST0029,2025-03-01,299,paid
PAY000293,CUST0029,2025-04-01,299,paid
PAY000294,CUST0029,2025-05-01,299,paid
PAY000295,CUST0029,2025-06-01,299,paid
PAY000296,CUST0029,2025-07-01,299,paid
PAY000297,CUST0029,2025-08-01,299,paid
PAY000298,CUST0029,2025-09-01,299,paid
PAY000299,CUST0029,2025-10-01,299,paid
PAY000300,CUST0029,2025-11-01,299,paid
PAY000301,CUST0029,2025-12-01,299,paid
PAY000302,CUST0030,2025-06-01,29,paid
PAY000303,CUST0030,2025-07-01,29,paid
PAY000304,CUST0030,2025-08-01,29,paid
PAY000305,CUST0030,2025-09-01,29,paid
PAY000306,CUST0030,2025-10-01,29,paid
PAY000307,CUST0031,2024-08-01,99,paid
PAY000308,CUST0031,2024-09-01,99,paid
PAY000309,CUST0031,2024-10-01,99,paid
PAY000310,CUST0031,2024-11-01,99,paid
PAY000311,CUST0031,2024-12-01,99,paid
PAY000312,CUST0031,2025-01-01,99,paid
PAY000313,CUST0031,2025-02-01,299,paid
PAY000314,CUST0031,2025-03-01,299,paid
PAY000315,CUST0031,2025-04-01,299,paid
PAY000316,CUST0031,2025-05-01,299,paid
PAY000317,CUST0031,2025-06-01,299,paid
PAY000318,CUST0031,2025-07-01,299,paid
PAY000319,CUST0031,2025-08-01,299,paid
PAY000320,CUST0031,2025-09-01,299,paid
PAY000321,CUST0031,2025-10-01,299,paid
PAY000322,CUST0031,2025-11-01,299,paid
PAY000323,CUST0031,2025-12-01,299,paid
PAY000324,CUST0032,2024-11-01,299,paid
PAY000325,CUST0032,2024-12-01,299,paid
PAY000326,CUST0032,2025-01-01,299,paid
PAY000327,CUST0032,2025-02-01,299,paid
PAY000328,CUST0032,2025-03-01,299,paid
PAY000329,CUST0032,2025-04-01,299,paid
PAY000330,CUST0032,2025-05-01,299,paid
PAY000331,CUST0032,2025-06-01,299,paid
PAY000332,CUST0032,2025-07-01,299,paid
PAY000333,CUST0032,2025-08-01,299,paid
PAY000334,CUST0032,2025-09-01,299,paid
PAY000335,CUST0032,2025-10-01,299,paid
PAY000336,CUST0032,2025-11-01,299,paid
PAY000337,CUST0032,2025-12-01,299,paid
PAY000338,CUST0033,2025-07-01,299,paid
PAY000339,CUST0033,2025-08-01,299,paid
PAY000340,CUST0033,2025-09-01,299,paid
PAY000341,CUST0033,2025-10-01,299,paid
PAY000342,CUST0033,2025-11-01,299,paid
PAY000343,CUST0033,2025-12-01,299,paid
PAY000344,CUST0034,2024-09-01,299,paid
PAY000345,CUST0034,2024-10-01,299,paid
PAY000346,CUST0034,2024-11-01,299,paid
PAY000347,CUST0034,2024-12-01,299,paid
PAY000348,CUST0034,2025-01-01,299,paid
PAY000349,CUST0034,2025-02-01,299,paid
PAY000350,CUST0034,2025-03-01,299,paid
PAY000351,CUST0034,2025-04-01,299,paid
PAY000352,CUST0034,2025-05-01,299,paid
PAY000353,CUST0034,2025-06-01,299,paid
PAY000354,CUST0034,2025-07-01,299,paid
PAY000355,CUST0034,2025-08-01,299,paid
PAY000356,CUST0034,2025-09-01,299,paid
PAY000357,CUST0034,2025-10-01,299,paid
PAY000358,CUST0034,2025-11-01,299,paid
PAY000359,CUST0034,2025-12-01,299,paid
PAY000360,CUST0035,2025-07-01,99,paid
PAY000361,CUST0035,2025-08-01,99,paid
PAY000362,CUST0035,2025-09-01,99,paid
PAY000363,CUST0035,2025-10-01,99,paid
PAY000364,CUST0035,2025-11-01,99,paid
PAY000365,CUST0035,2025-12-01,99,paid
PAY000366,CUST0036,2024-07-01,299,paid
PAY000367,CUST0036,2024-08-01,299,paid
PAY000368,CUST0036,2024-09-01,299,paid
PAY000369,CUST0036,2024-10-01,299,paid
PAY000370,CUST0036,2024-11-01,299,paid
PAY000371,CUST0036,2024-12-01,299,paid
PAY000372,CUST0036,2025-01-01,299,paid
PAY000373,CUST0036,2025-02-01,299,paid
PAY000374,CUST0036,2025-03-01,299,paid
PAY000375,CUST0036,2025-04-01,299,paid
PAY000376,CUST0036,2025-05-01,299,paid
PAY000377,CUST0036,2025-06-01,299,paid
PAY000378,CUST0036,2025-07-01,299,paid
PAY000379,CUST0036,2025-08-01,299,paid
PAY000380,CUST0036,2025-09-01,299,paid
PAY000381,CUST0036,2025-10-01,299,failed
PAY000382,CUST0036,2025-11-01,299,paid
PAY000383,CUST0036,2025-12-01,299,paid
PAY000384,CUST0037,2024-08-01,99,paid
PAY000385,CUST0037,2024-09-01,99,paid
PAY000386,CUST0037,2024-10-01,99,paid
PAY000387,CUST0037,2024-11-01,99,paid
PAY000388,CUST0037,2024-12-01,99,paid
PAY000389,CUST0037,2025-01-01,99,paid
PAY000390,CUST0037,2025-02-01,99,paid
PAY000391,CUST0037,2025-03-01,99,paid
PAY000392,CUST0037,2025-04-01,99,paid
PAY000393,CUST0037,2025-05-01,99,paid
PAY000394,CUST0038,2024-06-01,299,paid
PAY000395,CUST0038,2024-07-01,299,paid
PAY000396,CUST0038,2024-08-01,299,paid
PAY000397,CUST0038,2024-09-01,299,paid
PAY000398,CUST0038,2024-10-01,299,paid
PAY000399,CUST0038,2024-11-01,299,paid
PAY000400,CUST0038,2024-12-01,299,paid
PAY000401,CUST0038,2025-01-01,299,paid
PAY000402,CUST0038,2025-02-01,299,paid
PAY000403,CUST0038,2025-03-01,299,paid
PAY000404,CUST0038,2025-04-01,299,paid
PAY000405,CUST0038,2025-05-01,299,paid
PAY000406,CUST0038,2025-06-01,299,paid
PAY000407,CUST0038,2025-07-01,299,paid
PAY000408,CUST0038,2025-08-01,299,paid
PAY000409,CUST0038,2025-09-01,299,paid
PAY000410,CUST0038,2025-10-01,299,paid
PAY000411,CUST0038,2025-11-01,299,paid
PAY000412,CUST0038,2025-12-01,299,paid
PAY000413,CUST0039,2025-03-01,29,paid
PAY000414,CUST0039,2025-04-01,29,paid
PAY000415,CUST0039,2025-05-01,29,paid
PAY000416,CUST0039,2025-06-01,29,paid
PAY000417,CUST0039,2025-07-01,29,paid
PAY000418,CUST0039,2025-08-01,29,paid
PAY000419,CUST0039,2025-09-01,99,paid
PAY000420,CUST0039,2025-10-01,99,paid
PAY000421,CUST0039,2025-11-01,99,paid
PAY000422,CUST0039,2025-12-01,99,paid
PAY000423,CUST0040,2025-02-01,99,paid
PAY000424,CUST0040,2025-03-01,99,paid
PAY000425,CUST0040,2025-04-01,99,paid
PAY000426,CUST0040,2025-05-01,99,paid
PAY000427,CUST0040,2025-06-01,99,paid
PAY000428,CUST0040,2025-07-01,99,paid
PAY000429,CUST0040,2025-08-01,99,paid
PAY000430,CUST0040,2025-09-01,99,paid
PAY000431,CUST0040,2025-10-01,99,paid
PAY000432,CUST0041,2025-07-01,29,paid
PAY000433,CUST0041,2025-08-01,29,paid
PAY000434,CUST0041,2025-09-01,29,paid
PAY000435,CUST0041,2025-10-01,29,paid
PAY000436,CUST0042,2024-06-01,29,failed
PAY000437,CUST0042,2024-07-01,29,paid
PAY000438,CUST0042,2024-08-01,29,paid
PAY000439,CUST0042,2024-09-01,29,paid
PAY000440,CUST0042,2024-10-01,29,paid
PAY000441,CUST0042,2024-11-01,29,paid
PAY000442,CUST0042,2024-12-01,29,paid
PAY000443,CUST0042,2025-01-01,29,paid
PAY000444,CUST0042,2025-02-01,29,paid
PAY000445,CUST0042,2025-03-01,29,paid
PAY000446,CUST0042,2025-04-01,29,paid
PAY000447,CUST0042,2025-05-01,29,paid
PAY000448,CUST0043,2024-11-01,99,paid
PAY000449,CUST0043,2024-12-01,99,paid
PAY000450,CUST0043,2025-01-01,99,paid
PAY000451,CUST0043,2025-02-01,99,paid
PAY000452,CUST0043,2025-03-01,99,paid
PAY000453,CUST0043,2025-04-01,99,paid
PAY000454,CUST0043,2025-05-01,99,paid
PAY000455,CUST0043,2025-06-01,99,paid
PAY000456,CUST0043,2025-07-01,99,paid
PAY000457,CUST0043,2025-08-01,99,paid
PAY000458,CUST0043,2025-09-01,99,paid
PAY000459,CUST0043,2025-10-01,99,paid
PAY000460,CUST0043,2025-11-01,99,failed
PAY000461,CUST0043,2025-12-01,99,paid
PAY000462,CUST0044,2024-10-01,99,paid
PAY000463,CUST0044,2024-11-01,99,paid
PAY000464,CUST0044,2024-12-01,99,paid
PAY000465,CUST0044,2025-01-01,99,paid
PAY000466,CUST0044,2025-02-01,99,paid
PAY000467,CUST0044,2025-03-01,99,paid
PAY000468,CUST0044,2025-04-01,99,paid
PAY000469,CUST0044,2025-05-01,99,paid
PAY000470,CUST0044,2025-06-01,99,paid
PAY000471,CUST0044,2025-07-01,99,paid
PAY000472,CUST0044,2025-08-01,99,paid
PAY000473,CUST0045,2024-11-01,99,paid
PAY000474,CUST0045,2024-12-01,99,paid
PAY000475,CUST0045,2025-01-01,99,paid
PAY000476,CUST0045,2025-02-01,99,paid
PAY000477,CUST0045,2025-03-01,99,paid
PAY000478,CUST0045,2025-04-01,99,paid
PAY000479,CUST0045,2025-05-01,99,paid
PAY000480,CUST0045,2025-06-01,99,paid
PAY000481,CUST0045,2025-07-01,99,paid
PAY000482,CUST0045,2025-08-01,99,paid
PAY000483,CUST0045,2025-09-01,99,paid
PAY000484,CUST0045,2025-10-01,99,paid
PAY000485,CUST0046,2025-02-01,299,paid
PAY000486,CUST0046,2025-03-01,299,paid
PAY000487,CUST0046,2025-04-01,299,paid
PAY000488,CUST0046,2025-05-01,299,paid
PAY000489,CUST0046,2025-06-01,299,paid
PAY000490,CUST0046,2025-07-01,299,paid
PAY000491,CUST0046,2025-08-01,299,paid
PAY000492,CUST0046,2025-09-01,299,paid
PAY000493,CUST0046,2025-10-01,299,paid
PAY000494,CUST0046,2025-11-01,299,paid
PAY000495,CUST0046,2025-12-01,299,paid
PAY000496,CUST0047,2024-10-01,99,paid
PAY000497,CUST0047,2024-11-01,99,paid
PAY000498,CUST0047,2024-12-01,99,paid
PAY000499,CUST0047,2025-01-01,99,paid
PAY000500,CUST0047,2025-02-01,99,paid
PAY000501,CUST0047,2025-03-01,99,paid
PAY000502,CUST0047,2025-04-01,99,paid
PAY000503,CUST0047,2025-05-01,99,paid
PAY000504,CUST0047,2025-06-01,99,paid
PAY000505,CUST0047,2025-07-01,99,paid
PAY000506,CUST0048,2024-03-01,99,paid
PAY000507,CUST0048,2024-04-01,99,paid
PAY000508,CUST0048,2024-05-01,99,paid
PAY000509,CUST0048,2024-06-01,99,paid
PAY000510,CUST0048,2024-07-01,99,paid
PAY000511,CUST0048,2024-08-01,99,paid
PAY000512,CUST0048,2024-09-01,99,paid
PAY000513,CUST0048,2024-10-01,99,paid
PAY000514,CUST0048,2024-11-01,99,paid
PAY000515,CUST0048,2024-12-01,99,paid
PAY000516,CUST0049,2025-04-01,99,paid
PAY000517,CUST0049,2025-05-01,99,paid
PAY000518,CUST0049,2025-06-01,99,paid
PAY000519,CUST0049,2025-07-01,99,paid
PAY000520,CUST0049,2025-08-01,99,paid
PAY000521,CUST0049,2025-09-01,99,paid
PAY000522,CUST0049,2025-10-01,99,paid
PAY000523,CUST0049,2025-11-01,99,paid
PAY000524,CUST0049,2025-12-01,99,paid
PAY000525,CUST0050,2024-10-01,29,paid
PAY000526,CUST0050,2024-11-01,29,paid
PAY000527,CUST0050,2024-12-01,29,failed
PAY000528,CUST0050,2025-01-01,29,paid
PAY000529,CUST0050,2025-02-01,29,paid
PAY000530,CUST0050,2025-03-01,29,paid
PAY000531,CUST0050,2025-04-01,29,paid
PAY000532,CUST0050,2025-05-01,29,paid
PAY000533,CUST0050,2025-06-01,29,paid
PAY000534,CUST0050,2025-07-01,29,paid
PAY000535,CUST0050,2025-08-01,29,paid
PAY000536,CUST0050,2025-09-01,29,paid
PAY000537,CUST0050,2025-10-01,29,paid
PAY000538,CUST0050,2025-11-01,29,paid
PAY000539,CUST0051,2025-01-01,29,paid
PAY000540,CUST0051,2025-02-01,29,paid
PAY000541,CUST0051,2025-03-01,29,paid
PAY000542,CUST0051,2025-04-01,29,paid
PAY000543,CUST0051,2025-05-01,29,paid
PAY000544,CUST0051,2025-06-01,29,paid
PAY000545,CUST0051,2025-07-01,29,paid
PAY000546,CUST0051,2025-08-01,29,paid
PAY000547,CUST0051,2025-09-01,29,paid
PAY000548,CUST0051,2025-10-01,29,paid
PAY000549,CUST0051,2025-11-01,29,paid
PAY000550,CUST0051,2025-12-01,29,paid
PAY000551,CUST0052,2024-06-01,299,paid
PAY000552,CUST0052,2024-07-01,299,paid
PAY000553,CUST0052,2024-08-01,299,paid
PAY000554,CUST0052,2024-09-01,299,failed
PAY000555,CUST0052,2024-10-01,299,paid
PAY000556,CUST0052,2024-11-01,299,paid
PAY000557,CUST0052,2024-12-01,299,paid
PAY000558,CUST0052,2025-01-01,299,paid
PAY000559,CUST0052,2025-02-01,299,paid
PAY000560,CUST0052,2025-03-01,299,paid
PAY000561,CUST0052,2025-04-01,299,paid
PAY000562,CUST0052,2025-05-01,299,paid
PAY000563,CUST0052,2025-06-01,299,paid
PAY000564,CUST0052,2025-07-01,299,paid
PAY000565,CUST0052,2025-08-01,299,paid
PAY000566,CUST0052,2025-09-01,299,paid
PAY000567,CUST0052,2025-10-01,299,paid
PAY000568,CUST0052,2025-11-01,299,paid
PAY000569,CUST0052,2025-12-01,299,paid
PAY000570,CUST0053,2024-11-01,29,paid
PAY000571,CUST0053,2024-12-01,29,paid
PAY000572,CUST0053,2025-01-01,29,paid
PAY000573,CUST0053,2025-02-01,29,paid
PAY000574,CUST0053,2025-03-01,29,paid
PAY000575,CUST0053,2025-04-01,29,paid
PAY000576,CUST0053,2025-05-01,29,paid
PAY000577,CUST0053,2025-06-01,29,paid
PAY000578,CUST0053,2025-07-01,29,paid
PAY000579,CUST0053,2025-08-01,29,paid
PAY000580,CUST0053,2025-09-01,29,paid
PAY000581,CUST0053,2025-10-01,29,paid
